id,star,comment
5412,4, 实际情况是，我就是钢铁侠。
5416,5, 英雄补完计划钢铁侠现在是我的TOP 1 HERO。
5419,3, 复仇者联盟：钢铁侠1 补完~ 感觉不是超能力，而是超科技。重金砸出来的钢铁侠~ 虽然有点儿扯，但是钢铁侠的形象设计还是让人觉得帅呆了~（跟男主无关！男主的双眼的大眼睛倒是不停的闪烁着）
5420,4, 年轻的小萝卜依然我行我素，小辣椒不太适合浓妆，最近一直N刷漫威电影为了找李大爷，最后局长说要组妇联现在回看还真是下了好大一盘棋，当年看的时候真是太天真了，单纯以为只是为了续集铺垫。
5421,3, 幽默搞笑，唐尼和布里吉斯两个人的表演是影片主要亮点。
5422,4, 之前从未感兴趣想看，现在看后总觉得之前看过......奇妙的感触
5423,4, 第一集比第二集好多了。
5424,3, 感觉比蜘蛛侠好些.虽然也很傻.
5425,3, 铁男其实你很娘你就承认了吧。。。有那么小娇羞的起飞方式么！
5427,3, DOWNEY JR很好。特效不錯。故事太老套，導演流于表面。3.5
5428,4, 钢铁唐尼——罕见的一脸销魂胡渣的超级英雄
5429,3, 太不贱了！跟大反派比起来 灵活得 像 蜘蛛侠
5430,3, 炫目的高科技啊 话唠痞子小罗伯特唐尼这回在装备中显得很高大帅气
5432,4," 老爸在电话里说，""很有意思"""
5433,4, MCU正式开启的第一作，小萝卜克服人生障碍终于归来。When I thought about the ironman， that man came to my brain..
5436,4, 有金有颜，薄筋肉，高智商。告诉你一个秘密，还有CP！！！
5437,4, 好有男人味的小罗伯特唐尼 :-)
5438,5, 有钱人不要太有钱了好吗
5440,4, 剧情比较无聊，小萝卜很可爱
5441,3, 在美國晚上篝火看的 很凍所以對劇情沒有多pay attension 
5442,3, 在影院看的第一部电影。
5443,4, im iron man
5445,4, 史上最骚包的超级英雄
5446,5, 這麼痞的英雄實在是太可愛了，企鵝飛行姿勢對比主角平實囂張的態度實在是很逗趣。
5447,3, 一代的钢铁侠真是矮丑挫的典型代表，唐尼要胖死了我会到处说么？
5448,4, 呜呜呜呜呜好萌！！！外语课看的，TONY逃出来在沙漠那段镜头还没拉近的时候所有人都以为那是一个身材妖娆的美人……结果…………卧槽妇联的男人们屁股到底怎么长的……
5449,4, 不喜欢前半段风格，钢铁侠的前世竟然在山洞里。
5452,2, 立意非常差，美国空军的宣传片，画面3.5分。一个中世纪的铁壳竟然可以挡子弹，写童话啊
5453,5, 好好看啊啊啊啊啊啊~
5454,3, 加里福利亚海边悬崖那房子真NB，其他可以了......
5456,3, 第一部开山之作还可以，第二部因为有斯嘉丽约翰逊所以更吸引人，第三部居然没见到范爷，没啥感觉
5458,4, 穿上铁壳比脱下好看。
5459,5, 我只能说我又一次低谷了超级英雄电影，上一次是暗夜骑士
5460,3, 看过两小无猜的时候我觉得法国人是世界上最会宰逼的民族，看完钢铁侠才知道美国人是最会宰逼的!!
5462,5, 就像是儿童梦想成真的感觉 太爽了
5465,4, 看个热闹呗，小罗伯特唐尼演这种角色最适合了，聪明有头脑，不拘小节却责任心很强，帅哦，也是钢铁侠系列最有看头的一部。
5467,5, 看了一发还是觉得第一部是无法逾越的。。。
5468,5," 好吧~~~喜欢尼尼~~片子也很精彩~虽然女主不是很喜欢~但是无论特效还是故事的叙述都很心水~~~~一口气看完，基本无尿点╮(￣⊿￣"")╭"
5469,3, 小罗伯特总是骚气十足
5470,4, 小萝卜特唐尼~*^*
5471,4, 未来就是个机械时代...
5472,4, cool。really！technology、、
5473,4, 在被囚禁的情况下，用一些废铜烂铁，居然做出了第一代钢铁侠。。。Are you serious!!
5477,4, 尼玛完全是高富帅嘛，还不是靠屋头，还是自己的技术宅创造生活啊，最后尼玛还要拯救世界，整那么完美要不要人活。字幕完还有复仇者联盟的彩弹哦！
5478,4, 少女姿势 萌蠢萌蠢~
5479,5, 怎么竟然没有评论啊 啊啊我是脑残
5481,5, 第一集。享乐，择善，强大自身，绝不妥协。符合本宅的全部价值观。完美人类样本，爱！
5482,5, 我不要做海贼王了，我要做钢铁侠。
5483,3, 个人英雄注意，有点小孩子的异想天开，想法过时
5485,3, 小萝卜演科幻喜剧什么的很适合。。。
5486,3, 不是我喜欢的类型 唉
5487,4, 漫画改编的，第一次看是在学校的教室，嘿嘿```感觉不错```很喜欢这身装备```
5488,3, 近期漫画里面最潇洒的一位角色，其实大头场面并不多，毕竟是系列电影，第一部主要讲述来龙去脉。虽然影片过半大反派都没出现，但是大反派的剧情走向挺剧透的。
5489,2, 一直不是漫画超级英雄的粉丝，而且感情线太生硬了。最后的终极格斗也有点七上八下，不着四六
5490,5, 值得马上去电影院体验一下
5494,4, 小风骚与他的大胡子对手
5495,4, 最后的最后，片尾过后的一段，以至于我后来看电影散场别人走光了我还不愿意走，就怕还有一段
5496,1, 老套的美国所谓大片 不痛不痒
5497,3, 恩。挺好玩的。小罗伯特很适合演这种怪人。
5498,4, 明显的美式英雄片 还可以
5499,4, 这套衣服很赞。。。我也想穿
5500,4, 看得爽的就是好片子。
5501,4, 感觉不如复仇者好看 算是不错的超级英雄电影了
5502,4, 那身装备好拉轰好拉轰，人家也好想飞！！！！
5503,3, Super Hero~还能有创新么？不过也罢，影院观影效果还是可以。
5505,4, 终于看到了钢铁侠啊。
5506,4, 个人觉得拍很很不错。
5507,3, 比别的英雄片不那么俗套一点
5508,5, 为了糖泥我已经没有原则了。
5509,5, 萝卜叔（¯﹃¯）~~飞来飞去的高科技真是太性感了~！
5510,4, 打造自己战袍的过程赞！哈哈，TBBS里说的：他们都希望的朋友要同时有科学头脑、技术、钱、女人，那就只能是钢铁侠了。
5511,3, 以前觉得日漫才是王道现在恶补漫威的电影。。
5512,4, 就一般的商业大片，满足了视觉效果的同时还有严重的英雄情结。同时印证了主角光环这回事。那女秘书被伪人袭击的时候居然一点事儿都没有，俺表示不可置信。
5513,5, Robert Downey Jr.精湛的演技，帅到家~超级期待Iron Man2~
5514,5, 真人版变形金刚，太酷了
5515,4, Iron版美少女战士........
5516,3, 你也太爱现了吧 胖胖
5517,4, 总算有个高调点的漫画英雄了
5518,4, 从第一代产品出场就应该考虑下配个降落伞好不^ω^
5519,5, 2012.5.6在复仇者联盟之后再看一遍
5521,3, 美国大片就是适合在电影院看
5522,4, 故事情节是有的....
5525,5, oh yeah i love iron man u know
5526,3, 比蜘蛛侠好看，我认为。
5527,5, 值得去电影院看看，场面不错
5528,5, 家还像个家嘛！！！哈哈！
5529,5, 当时看的时候被托尼的本领震惊了，拍的很真实。当时他是新的英雄，也许存在也许会消失。现在，他已经在超级英雄博物馆里占有一席之地了。
5530,4, 名字挺巴的，其实挺好看的
5531,3, 很可爱的电影！不得不说，科学就是力量~最后一句话很可爱很贴切
5532,5, 我看过的最好的Marvel家电影，瞬间就变成Tony Stark脑残粉
5533,3, 还行吧……主要是看了AVENGERS里的吐槽帝，才来看的……
5536,2, STUDENTS' PASTIME.
5537,4, 场景 男猪脚的个人魅力
5539,4, 终于刷完了，叫萝卜去装逼根本难不到他，这货只要本色出演就好了，还有起飞姿势这么的娘是怎么回事.
5541,3, 最喜欢的超级英雄之一，小罗伯特唐尼很可爱~在性格上也十分有辨识度
5542,5, 感觉钢铁侠系列漫威开始找到路子了啊。科幻感，场面，剧情都不错。是想看的超级英雄电影。这集还有科尔逊哈哈。神盾shield的名字也正是诞生～
5544,3, 绝对是喜剧片。。。想起一个人，铁臂阿木童= =
5547,4, 少见的好看的英雄片。
5549,3, 原来胸口的东西只是为了防止铁片掉入心脏啊……
5552,5, 太拉风太带感了！！！！
5553,5, 星际争霸自由之翼的加长版啊
5554,4, 钢铁侠从来历到发展在超级英雄行列中应该还是挺亲民的，完全都是自己动手，开拓创新的结果阿，再加上小罗伯特·唐尼经常插科打诨的小细节，塑造的还是比较与众不同的；这种英雄片的惯例，剧情上的硬伤还是少不了的，组装铠甲的过程机械感十足，还有那个经常十分委屈的机器人笨笨，也是个亮点阿～
5555,4, 萝卜叔！！！最有钱最自力更生的侠！！！
5556,3, 我只是嫌铺垫有点长。
5557,4, 终于看了这部的1，不喜欢男主角这种臭屁性格，但是谁让他顶着主角光环，有才能有钱有运气呢orz
5558,4, Need a love detector?
5559,4, 很萌啊~吐槽点很给力
5562,4, 为了复仇者联盟，为了小罗伯特唐尼。
5565,5, 超帅无敌帅！！！欧。。。一脸小雀斑的女主也好萌哦~~~难怪我家王伯那种变态科学主义机械控会超爱！！！~~~
5567,4, 小罗伯特•唐尼的华丽回归
5568,3, 为了小罗伯特唐尼><
5570,3, Tony实在太帅了..
5572,4, I'm Iron Man 是憋了很久了吧…
5573,4, tony 无论如何都死不掉~
5574,3, 我完全是冲着唐尼的颜阿。。
5576,4, pepper脸一般般，身材气质无敌了。似乎偏题了。。
5577,4, Marvel公司准备拍美国战队了! 哦也~大概到4年左右就能拍他们一起乱斗了吧~ 接下来的漫画英雄期待DC的蝙蝠侠~ 俺的bale~~ 演技派进驻漫画超能战士~
5579,4, Justice League 的医院，小罗贝特唐尼是奇葩
5580,4, 虽然狗血，还是好看。钢铁侠太逗太萌主要，哈哈~大眼睛就是好看~
5583,3, 没有想象中的那么好看，还行
5584,3, 第二次看，嘿嘿，第一次观影时应该没有认真看，很多场景再次观看没有印象。这次注意到，其实Iron Man是Yinson，善良的Yinson在山洞里间接创造的，因为是他无私地救了Tony。还有印象深刻的是，Tony在第二次改良Iron Man时说了一句，记录是用来打破的。小辣椒真美！
5585,4, 超级英雄都是重度中二病呐
5586,5, 最后一颗星给卖萌喷雾机器人
5587,4, 看在管家和那些机器还有萝卜的份上给四星吧 是不是我不给四颗过不了你这关啊。。。啊哈~ 我突然想起来有片尾的 这算彩蛋么。。。硬生生挤进超人的队伍。。。
5589,3, 铁甲设计部分太棒了，VR、PR、HCI、CAD、etc...
5590,3, 2部都是拍得比较狂放，彻头彻尾的表达了美国的个人主义和自由思想。剧情嘛，可以忽略，主要观看高科技技术展，飞来飞去的特技，全自动的包身盔甲。
5591,3, 出100元赌钢铁侠是白羊座！！
5594,3, 最近喜欢在CCAV碰片儿 hiahia
5595,4, 前半段是最好看的半部。5.30
5596,5, 经典好莱坞，过瘾口水片~
5598,5, 我喜歡的題材吧！帥！勁爆！發現自己原來蠻喜歡個人英雄主義啊！最喜歡最後結尾的那句話！The fact is ...... I'm Ironman. 帥死了！花癡！
5600,4, i love his personality!!!
5601,4, 很好的娱乐片，除了感情戏稍微少了点，其他都很好。
5602,3, 还是好莱坞风格的电影。就那德行。
5603,4, 和蝙蝠侠一样 都是有钱人
5604,4, 五部刷下来感觉IM1还是最好看的……
5606,4, 恩恩.当漫画电影不再脑残.白痴.不再简单的忽悠小孩子的时候.漫画.和电影都开始收获了双倍的价值.
5607,4, 矮油~人家就喜欢小唐尼嘛
5608,2, 不是我针对谁，漫威的超级英雄都是垃圾
5610,4, 虚虚极力推荐小吃会成员去看的 看到海报宣传的时候确实觉得影片不咋样，后来看了觉得还是很不错的，主要不是画面感呀这些，而是里面的人物性格很很强很幽默，带动整部戏很有趣。
5611,4, 简单的剧情，轻松的对白
5612,5, 才不随便告诉你一天看好几部漫威的电影也没有审美疲劳呢哼
5613,3, RDJ很适合这种逗比角色，老贾的声音好好听，Agent Coulson出场很少，但是感觉很萌一人。
5614,3, 不错的超级英雄电影，但是和诺兰的蝙蝠侠一比，瞬间发现不是一个档次的
5615,4, Wisdom is the origin of sexy.
5616,3, 没看懂这到底是什么片子......
5617,3, 看爽就可以了，，因为美国队长，而一部部复仇者的成员接着看。情节还可以接受吧，人物性格很突出，但是共鸣点比较小。第二部，就确实简单点了。
5620,3, 一个人做出来…不大现实啊
5624,3, 没有想象中的好 那心脏的东西就是那脚后跟嘛…
5626,3, 给四星，但是中途我睡着了.所以减一星
5627,3, 很喜欢高科技的感觉..只是情节满烂的..
5628,3, 哈哈，傻到底的钢铁侠，但是因为有老婆在就变得好看了哈哈哈
5629,4," 没有使命感带来的沉重压抑感 也没有因""特殊""导致的内心的矛盾挣扎 是的 第一部就是在竭尽可能的塑造一位纯粹的超级英雄 与其他侠不同的是 他的风趣的谈吐显摆的个性 痞中带着优雅 以至于最后说出""I am Iron Man""也毫无悬念了 没有比唐尼更适合的人选了 其实看的就是他的魅力 ★★★★"
5630,4, 个人觉得已经做到这种类型片的极致了，还蛮不错的
5632,4, 典型的美国商业片，不过里面那台电脑很酷
5633,3, 好丑的初代！但是好神奇呀~~~
5634,4, 一点点情节，加上很棒的特效，不远不近的“未来”设定，让每个观众都有点置身于那个时代的感觉。看完想起一句话，成就越大，责任越大！
5636,4, 就冲帅哥电眼也要看这部片子！
5637,4, 事实上，我就是钢铁侠。似乎占了高科技的光。。。
5638,5, 可惜帮忙做衣服大叔死了。
5639,4, 美国个人英雄主义，呵呵场面音效很不错，很适合休闲娱乐的片子，虽然出电影院的时候有点晕乎。。
5640,3, 唉，虽然我也喜欢奥迪，但是打广告不要那么赤裸裸的好吧。R8好赞！！！
5642,4, 比较经典的漫画英雄系列，商业化很成功。ZB
5643,4, 小胡椒+机械nerd大叔太是我的菜。
5644,5,     巨好看，华丽丽的大片啊！
5647,4, 嘉禾看得比较过瘾，但是不知道Cisco原来和钢铁产业还有关系呀。
5650,4, 配乐棒演员有魅力，很好的娱乐片
5654,4, 米国英雄主义电影效果做的不错
5655,5, 这个片经典，厉害，比阿凡达好看
5656,3, 还行吧 呵呵 主要是本人不感冒这个装备英雄
5657,4, 感觉比变形金刚强一点点......
5658,4, 根据经典美国系列漫画改编的作品。尽管ironman还是那种主流个人英雄的形象，但本片对战争与和平的思考给我留下了深刻的印象（虽说也不是很独特主题）。我早先看的那个影片或许是错的。
5663,4, 就冲着小罗伯特唐尼看的，很过瘾。
5664,4, 看多了超级英雄隐姓埋名的装X电影，高调而真实的钢铁侠反倒让人眼前一亮。其实现在想想，之所以看着青蜂侠觉得眼熟，就是因为他们自我研发道具的套路很有钢铁侠的风格。当年看这片儿可万万没想到现在Marvel能火成这样，再看一遍好多彩蛋都懂了好多人都更加认识了。
5665,4, 比無敵浩克好看好多啊。。。
5666,3, 实在没什么亮点，没觉得钢铁侠算英雄，就是一个富二代玩科技，完了跟那个和他爸一起打江山的富一代拼谁的壳厉害的故事。
5667,3, 看的时间太久了忘记剧情了。。哈哈哈哈
5668,5, 妮妮最后一句话的意思是：都闪开，老子要开始装逼了！
5669,5, 小罗伯特唐尼很帅，最好的英雄片。
5671,4, 一定是我看的大片太少，不然我怎么会这么喜欢这部！
5672,4, 一星给Robert Downey Jr.
5673,3, 在各种“侠”横行的年代、钢铁侠算是最絮叨的了
5674,4, 人都要系险恶的环境先创造奇迹的？虽然钢铁侠好串，不过拍地还好啦~
5675,5, 呀 终极高帅富....
5676,3, 超级英雄很多，不在乎这一个的好坏
5677,4, 这里的罗德居然和别的不是一个人演的 嘤嘤嘤
5681,3,   只有跟他，才能看这样的片.!
5682,4, 无论什么。永远都是第一部带感啊~
5685,5, 情节紧凑，少有的较有逻辑性的科幻电影，很不错，值得一看！
5688,4, 看得好爽~高科技呀。。。
5689,5, 太好看了，别跟我谈人生的意义，快意恩仇总是很爽的。
5690,4, 如果科幻电影也分硬和软的话，这应该算硬吧……不是指理论多完美，而是变形动作刻画很细致，有CG的味道
5691,5, 正确观影顺序第一集…和蝙蝠侠一样洋气~~
5693,3, 喜欢笨笨乖仔╭(╯3╰)╮萌萌哒
5694,4, 对我来说一切都是一场很露骨的搅基。。。。。
5695,5, 要用7声道的音响看～
5696,4, 第一部真心觉得不错的商业片 小罗伯特很适合这个角色
5698,4, Robert Downey Jr.好喜欢
5699,4, 没错，我就是来看钢铁侠耍帅的~喵！
5701,4, 要是当时是在电影院看的我绝对等不到最最后的彩蛋吧= =
5702,4, iron man...好型，呵呵
5705,4, 不太看超级英雄的片子，为了看3特地先补看1，2。始终觉得像圣斗士的圣衣，胸口的能量像奥特曼。。。和蝙蝠侠一样都是纯靠装备打天下，但剧情比较轻松，完全徒手造装备，怪不得某人搞机械电子的这么爱看。
5706,4, 骚尼。就是骚尼。playboy嘞花花本质
5709,5, 我喜欢这个style的
5712,3, n多人推荐，为啥我看睡着了？
5715,4, 我觉得比变形金刚过瘾
5719,4, 就是要喜欢这样的英雄主义.
5720,4, 钢铁侠形象的最成功之处其实是外形，机械和人体美感的完美结合
5723,4, 神奇英雄们最近很是活跃，这爷们我觉得活跃得最有心意。
5724,3, 这种片子肯定是越拍越带劲。。
5725,3, 跟钢铁侠一比，复仇者里的其他人都太吊丝了，高富帅天才少年啊。
5727,4, 主角的studio很棒
5729,5, Marvel这几年贡献的全是好电影。有几个问题，比如说把斯坦打死后有一束光柱冲上天空，完全是阿斯加德的传送，可为什么同样的传送能传走红骷髅却不能传走斯坦？难道是因为宇宙立方是正品而斯塔克家族的反应炉只是仿冒品所以传不走？
5731,4, 恩，挺适合到电影院看效果的片子
5732,4, 唐尼好帅呐。浪子回头什么的，只有发生在帅哥身上大家才会看吧。
5733,4, 矮油这个剧情我喜欢为毛我就那么喜欢看机器人打来打去的呢！！！
5734,4, 想成为英雄，要么有超能力，要么有钱-有钱才能拼科技。无疑钢铁侠就是后者，人生经历很是奇妙，基地的绑架经历让他彻底换面。
5735,3, 嘎嘎闹猛，看看这个系列
5737,4, 各种侠系列中最萌的一只。高智商，高帅富，英雄就该有英雄的样子，普通人不是英雄，屌丝更不是！
5740,4, 非常适合观赏的科幻商业大片。
5741,4, 爆米花电影了，肌肉heroman，还有个小辣椒什么的？“托尼也是有心人。”——送礼物那段让人会心一笑。
5742,3, 蜘蛛侠、蝙蝠侠、神奇四侠等美国超级英雄求放过观众吧，腻不腻
5743,4, 看到穿钢铁衣时真的被酷到了
5745,4, 在电影院看的效果是挺好...
5746,5, 颠覆了之前对超级英雄的一贯印象，对这类机甲类完全没有抵抗力，太帅了～
5747,3, 复仇者联盟引起的漫画英雄情结啊
5748,4, I am iron man.
5749,5, 超赞，难道是因为衣服够好看，眼睛够迷人？
5751,5, Pepper， Pepper， I love You~
5752,3, 看到复仇者联盟好像有些意思，特意来补一下marvel。轻松无悬念的肌肉片，爽的浪费时间。
5753,4, 还ok，装甲那块的特效不错。
5754,4, 算是不错的超级英雄电影
5756,3, 小唐尼大boss蛮帅的~~~谁叫我是叔控╮(╯▽╰)╭
5757,4, 能让我看第二遍的电影~
5758,4, http://v.youku.com/v_show/id_XMjczNDczNDg=.html
5762,4, 最好看的超人装，剧情比较流畅但打斗还是不够爽
5765,3, 美帝体制下理科男+富二代无比强大、小唐尼很帅很动作 Over
5766,3, 和男人在一起净看这类电影了
5768,5, 真的好喜欢暴力片阿！！！！！
5770,3, 其实还不错，但确实很俗套.
5771,5, 听说要出第二部 期待一毛钱的（衣服做的真漂亮）
5772,4, 标准的美国科幻电影，起源漫画，拍摄风格传承统一，没有特别亮点，但绝对是票房赢家，后续以及后续的后续，值得继续看。
5773,4, 秉承了侠战片一贯的风格，要动作有动作，要深情有深情，要幽默有幽默，好看，但不多吐槽了
5774,4, 学好数理化，走遍世界都不怕。
5779,4, 不错看。看着很爽，这个男主的性格很对胃口。
5782,3, 漫威补课计划STEP 1
5783,3, 钢铁版咸蛋超人，灯闪以前不许打败敌人。
5785,4, 没睇之前，完全唔知呢个是超人联盟的一员~不过真是几型
5786,4," ""××侠""里面最好看的了。。"
5788,3, 噢，那个帮罗伯特的翻译也演了［撞车］里那个差点杀了人的暴躁父亲。
5789,5, 电影院看足两个半小时真的很爽情节取胜
5790,4, 蛮爽的，那玩意儿实在是太强了！
5792,4, 真不知道蜘蛛侠和蝙蝠侠之类的在痛苦什么，都是侠了还有什么不好说.
5793,4, 一个牛B的人不仅要创造新的高技术含量的东西，同样重要的是还要会制造帮助自己实现理想的自动化工具。
5795,4, 小罗伯特，最近对你情有独钟啊
5796,5, 复联的系列连一起看，才知漫威的野心，影史绝无仅有
5798,3, 第一部确实很有感觉~
5799,3, 2008.10.21 720P
5800,4, 还好了 英雄不再是年轻力壮的青年，变成了头脑发达的中年。帅~
5801,4, 2014174 科技改变命运，前提是你本来就很有钱
5802,4, 终于理解为神马他是谢耳朵等宅男心中的神了！
5803,3, 看了半天也看不进去，实在不是我的菜。有待下次接着看
5804,4, 平淡的一部漫画改编，但是tony实在是太传神。整个剧情前后分得太开，导致像是两部电影拼到了一起。不过慢慢钢铁侠也进入了正轨。可能是最后boss不那么厉害，就没有想出钢铁侠的BH。
5805,4, 戴上面具他是钢铁侠，而摘下面具他是福尔摩斯。哈哈，他的福尔摩斯深入人心啊？  有点不解的是片尾最后出现的那个自称也是英雄的男人，是什么人物啊？
5806,4, 幽默聪明又臭屁吖~！
5807,4, 感觉唐尼版的Iron Man 有别于一般的Super Hero，很有个性。。。。。。。
5808,4, 想不起来第一次看的感觉了，必须重看一次！
5809,4, 起飞的姿势太俏皮了哈哈
5811,5, 你们为啥就不明白，有些电影是为了看着爽，文青个鸡毛！
5813,3, 特效，构思都不错，可惜没有其他英雄打败敌人那种大快人心的感觉
5814,4, 第一集开了个好头，主角个性塑造成功，以至于小萝卜演其他角色，都有种玩世不恭味道。
5815,4, 女人梦想中的英雄，有钱，有相貌，有身材，风流倜傥，有正义感，高智商
5817,5, 嚣张又有才华，叫我怎能不支持你。
5819,5, TM碉堡了，尤其最后“The truth is.... I am IronMan!”全场轰动
5820,4, 虽然说有点超现实，但是大叔的表现真的是太拉风了，在基地组织的那段蛮给力的，顿时对高科技研发的崇敬上了一个阶梯
5821,4, 为什么那么多人说1比2棒呢？我还是喜欢2多点，因为是和你一起看的。
5823,4, 比第二部要好看很多！
5824,4, -这么长时间史达科先森还要你做干洗这些事情？-我做一切史达科先森的要求，包括清理晚上他留下来的垃圾。
5825,4, 小罗伯特唐尼挺帅的，高帅富变超级英雄
5826,3, 里面的电脑助手让人印象深刻
5827,4, 这是一个会搞笑，爱臭屁又喋喋不休的英雄
5829,4, Marvel的东西是不是只有连起来才有意思
5831,3, 事实上，我是钢铁侠。
5833,5, 太帅了太帅了，什么也不说了，就等二了！
5834,3, 擦。。當時在電影院。。不知道在幹什麼
5837,4, 作为商业电影，相当不错了。 最后的机器人boss战让人想到了PLUTO。
5838,3, 装备很到为。。科技是第一力量！
5839,4, big fan of u， man~~ 
5840,3, 同样是富二代超级英雄，和蝙蝠侠比起来，钢铁侠性格塑造差太多。
5841,4, 还是一贯的剧情模式，但就是能吸引人，好看
5842,5, 因为最近火爆的i美国队长2，所以想起得看看美国的科幻英雄大片们，从钢铁侠1开始，小罗伯特唐尼真是帅掉牙啊。
5843,4, 看到楼下的说美国人，真幼稚，就喜欢看大力士 。我笑了，哈哈啊。
5844,4, 钢铁侠和蜘蛛侠一个女盆友么？
5845,3, 小男孩的梦想。曾经有那么一样东西想向全世界炫耀却又想只把这种美好留在自己心里。最终我没忍住。没错。
5846,5, 复仇者联盟里最喜欢的一个英雄。。
5848,3, 画面么的变形金刚美。。也么的情节么的美女。。。
5849,5, 逐渐开始补的过程 想着要是当年就已经入了坑 在电影院看的这一部就好了  不是铁罐妮妮我也不知道还有谁来演钢铁侠合适了><
5850,4, 剧情不怎么样，高潮少了点。
5851,3, 一个能够拍出如此与“兴奋剂”作用相差无几的电影的民族注定是值得仰望但同时为之悲哀的。
5852,3, 一般吧，没想象中的狠
5854,4, 2010.09.09Iron.Man.2008.BluRay.720p.x264.DTS-WiKi臭屁侠~
5856,4, 我喜欢papper！
5857,4, 臭屁自恋狂高富帅也来拯救世界惹！
5858,4, R.D.Jr太帅了!! 真系又靓又叻
5860,3, 一直对高富帅史塔克无感……虽然妮妮尝起来很美味的感觉。
5861,2, 我会给 能力越大，责任也越大的 蜘蛛侠三颗星
5862,3, 美国英雄主义片子，感官场面做得是好，若在电影院观看的话，想必更加精彩。【每次看到美帝人民惶恐的表情，暗搓搓的开心~ 【剧情不作分析】
5863,1, 商业片，美国动漫英雄里我最喜欢的还是超人和钢铁侠
5865,4, 决战不爽，所以少一星
5866,4, 当年父亲节5元影票特价活动，相当愉快的一次观影经历。
5868,3, 一直记得沙漠里小罗伯特的sexy背影   开始以为是女的……
5870,3, 马克一号，帅到不要不要的
5873,4, 可怜的没有安全感的美国人
5874,5, 居然忘添加这部了...为什么评价那么一般....绝对的四星+电影....
5876,4, 钢铁衣服，巨帅，智能科技。
5880,4, 刷了铁二和妇联以后才回头补习的这部。1托尼史塔克总是能把小罗伯特唐尼演得这么好。2第一部里的基友颜比较好。3剧情略松散。4没有二好看。
5881,3, 一名傲娇的高富帅忽然想要拯救世界了 于是他成为了万人敬仰的superhero 总之  只要有钱 一切就是这么简单~
5882,5, 就爱他的浮夸。调侃语气好像mike!怎么办我有一个tony一个frank做老板！！
5884,4, 相信小罗伯特唐尼的帅气和个性才让这个故事这么好看的，为演员量身打造的大片。
5885,4, superhero的成长史都要带点幡然醒悟 不过场面很大 是大片
5886,4, cool~three times in the theater~
5887,5, 美队都五星了这个不给不合适吧
5888,3, 打打杀杀，秀秀武器~~~
5891,4, 有钱人就是爱瞎折腾，中东人也没那么傻吧
5893,4, 碎嘴的Super Hero
5894,4, 好看 精彩 这才是大片 托尼 一个自大的 但有资本 也学会了如何认真去面对自己的人生的英雄 他改变额也不仅仅是自己 影片现代感十足 特技与动作场面也非常过瘾 感觉要比续作好看 强力推荐
5896,4, It's not usually my type of film and I thought it was pointless for the first half of the movie. And I guess the main dude grows on you~~
5900,4, 外国男人在不同的阶段都有不同的风味
5901,4, 各种侠，在世界末日到来之前，你们应该先来个内部比武大赛，到时候排个顺序去打各种怪兽好么~
5902,4, 还不错！比铁甲威龙牛掰多了！
5904,4, 挺没劲的。。。会飞的锅炉。。。原来那时候就给avengers留扣儿了，神奇，stark就是美国队长那个stark
5908,4, 原味科幻 小罗伯特唐尼实在让人惊艳
5909,3, 2012/05/03 有点受不了RDJ装帅卖萌啊，Gwyneth倒是很有风味呢！但是AMC承诺的特别版3D眼镜也没有！气得老子六部电影的马拉松看了一部就走了！
5911,4, TONY一定係射手座嘅
5912,4, 糖泥真是太马叉虫了=v=Jarvis好萌呀！！！
5914,5, 盔甲上身的时候帅爆了啊~
5915,4, 小羅伯特～原來鋼鐵俠幫綠巨人有一腿～
5917,5, Tony Stark我的嫁！
5918,2, 看到那帮恐怖分子拆散父亲与孩子，并且鞭打他们的时候，差点掉下来泪来。虽然这片子实在不怎么滴。
5920,3, Robert Downey Jr. ~~~~~~~~
5921,4, 漫威电影一贯的场面大剧情小
5923,5, 科幻，机甲，不用多说
5924,5, 目前继手表侠之后最好看的一个侠~ 
5925,4, 妮妮又有钱，又会技术自己造战衣，好棒！为撒子基友说钢铁侠看着挺开心，明明一直在被虐。
5927,4, 高科技什么的最萌了。。
5928,4, 张扬的人就该去做张扬的事
5929,4, 开挂的下睫毛，无限萌。怎么都帅啊！！！
5930,4, 肚子最大的超级英雄 装备流
5932,4, 不敢想象我开始追marvel。。【宅女恐惧】
5934,3, 本来想着肯定很垃圾，结果发现完全满足看大片的需要。不错。
5936,3, 美国的英雄片都是高帅富，中国的武侠片都是屌丝逆袭。
5939,3, 超人族都是这样的 差不多的剧情
5940,5, 相比蜘蛛侠，蝙蝠侠……钢铁侠更加能激动人心，高科技带来的魅力……
5943,4, 近来美国英雄主义泛滥，超人还是外星人，变成普通人被蜘蛛咬一口成为蜘蛛侠，钢铁侠更牛，任何人穿上那身皮就都可以成为“侠”，哈哈....然后呢？
5944,5, 我就是喜欢，哪怕他在窑洞里造出一只活生生的恐龙呢
5945,4, I am Iron Man!
5947,3, 美国总拍这么傻的片子，更傻的是我每部都看，选择太少啦。
5948,3, 好像不怎么样，纯属娱乐，看过便忘。
5949,3, 上映了一个月了还不断有人看，所以大概还ｏｋ．打到最后变成了２个变形金刚在打架．
5952,3, 看在小唐尼的面子上··我撑完了
